team,team_id,player_id,player_name,position,known_name,first_name,last_name,shirtNumber,played_time,appearances,played_games,starts,sub_on,sub_off,offsides,dribbles_successful,dribbles_unsuccessful,keypasses,assists,assists_intentional,assists_second_goal,through_balls,goals_conceded,goals_conceded_penalty,goals_conceded_outside_box,goals_conceded_inside_box,goals,goals_from_inside_box,goals_from_outside_box,goals_right_foot,goals_left_foot,goals_headed,goals_penalty,penalty_taken,shots_total,shots_on_target_include_goals,shots_off_target_include_woodwork,shots_hit_woodwork,shots_blocked,shots_attempts_from_set_pieces,passes_total,passes_total_exc_crosses_and_corners_succesful,passes_total_exc_crosses_and_corners_unsuccesful,passes_open_play,passes_open_play_successful,passes_backward,passes_forward,passes_leftside,passes_rightside,passes_short_successful,passes_short_unsuccessful,passes_long_successful,passes_long_unsuccessful,passes_own_half_successful,passes_own_half_unsuccessful,passes_opposition_half_successful,passes_opposition_half_unsuccessful,crosses_open_play_successful,crosses_open_play_unsuccessful,crosses_and_corners_unsuccessful,crosses_and_corners_successful,corners_won,corners_taken_include_short_corners,corners_into_box_successful,corners_into_box_unsuccessful,duels_total,duels_won,duels_lost,duels_ground_total,duels_ground_won,duels_ground_lost,duels_aerial_total,duels_aerial_won,duels_aerial_lost,tackles_total,tackles_won,tackles_lost,tackles_last_man,clearances,interceptions,recoveries,blocks
Getafe,1450,171222,Mauro Arambarri,Midfielder,,Mauro,Arambarri,18,3071,35,35,34,1,3,,30,13,15,1,1,,,33,5,2,31,1,1,,,,1,,,33,7,26,,14,5,896,608,288,864,580,99,314,226,257,522,199,86,89,213,54,408,266,9,26,32,13,11,13,1,3,461,236,225,315,163,152,146,73,73,72,33,39,,33,43,201,5
Getafe,1450,20150,Markel Bergara,Midfielder,,Markel,Bergara,5,70,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,16,9,7,16,9,2,5,5,4,9,6,,1,3,1,6,8,,2,2,,1,,,,5,1,4,2,,2,3,1,2,,,,,2,,2,
Getafe,1450,169586,Erick Cabaco,Defender,,Erick,Cabaco,4,1075,15,15,12,3,3,,4,1,2,,,,,12,1,2,10,,,,,,,,,3,,3,,2,,485,353,132,451,326,15,246,147,77,285,53,68,79,228,43,125,94,,5,5,,3,,,,100,58,42,45,27,18,55,31,24,15,11,4,,60,15,61,8
Getafe,1450,64662,Leandro Cabrera,Defender,,Leandro,Cabrera,6,3060,35,35,35,,2,2,8,,8,1,1,,2,37,3,2,35,2,2,,,,2,,,9,3,6,1,2,,1328,827,501,1250,787,55,740,231,302,640,212,187,289,480,133,349,381,2,13,13,2,7,,,,280,163,117,105,60,45,175,103,72,38,17,21,1,142,41,153,16
Getafe,1450,179268,Marc Cucurella,Defender,,Marc,Cucurella,15,3248,37,37,37,,13,6,23,26,48,5,5,,1,33,4,2,31,1,1,,,1,,,,21,6,15,2,9,2,1128,764,364,1096,732,197,495,89,347,725,261,39,103,188,77,604,386,24,93,99,28,9,16,,1,474,211,263,337,156,181,137,55,82,75,52,23,,22,36,242,8
Getafe,1450,149838,Djené Dakonam,Defender,,Djené,Dakonam,2,3060,34,34,34,,,1,14,4,6,,,,2,34,5,2,32,,,,,,,,,5,1,4,,,,1012,703,309,973,670,84,513,239,176,583,144,120,165,411,124,296,191,4,6,6,4,,,,,294,166,128,142,80,62,152,86,66,41,31,10,1,104,34,228,7
Getafe,1450,439716,Hugo Duro,Forward,,Hugo,Duro,26,374,12,12,4,8,4,1,,,2,1,,,,8,3,1,7,1,1,,,,1,,,5,3,2,,1,,68,40,28,68,40,18,26,4,20,38,26,2,2,13,3,27,29,,4,4,,3,,,,102,36,66,45,21,24,57,15,42,6,5,1,,3,1,12,
Getafe,1450,227560,Oghenekaro Etebo,Midfielder,,Oghenekaro,Etebo,5,574,10,10,6,4,5,,4,2,3,,,,1,6,,,6,1,1,,1,,,,,8,3,5,,1,,200,125,75,198,123,31,90,41,38,113,51,12,24,39,21,87,67,1,13,13,1,3,,,,82,45,37,45,23,22,37,22,15,12,4,8,,3,11,43,1
Getafe,1450,58637,Xabier Etxeita,Defender,,Xabier,Etxeita,16,1446,17,17,16,1,1,,,1,2,,,,,14,4,,14,,,,,,,,,4,2,2,,2,,438,237,201,419,225,17,258,72,91,182,101,55,100,125,76,112,125,,,,,4,,,,147,82,65,57,31,26,90,51,39,20,11,9,,68,17,58,5
Getafe,1450,92724,Faycal Fajr,Midfielder,,Faycal,Fajr,21,402,10,10,5,5,3,,1,,9,,,,,6,,,6,,,,,,,,,7,3,4,1,2,3,158,107,51,141,96,26,72,30,30,78,31,29,20,29,9,86,66,3,9,24,8,2,20,4,12,37,16,21,16,6,10,21,10,11,1,1,,,,4,19,
Getafe,1450,454317,Enrique Gallego Puigsech,Forward,Enric Gallego,Enrique,Gallego Puigsech,10,1042,19,19,11,8,4,10,6,6,9,,,,,13,,1,12,3,3,,,1,2,,,17,8,9,,7,,284,151,133,269,136,52,90,69,73,148,128,3,5,41,13,111,124,1,4,4,1,6,,,,286,129,157,77,26,51,209,103,106,12,6,6,,8,6,29,2
Getafe,1450,80908,Raúl García,Defender,Raúl García,Raúl,García,14,1260,16,16,15,1,5,1,8,7,11,1,,,,12,3,,12,,,,,,,,,5,3,2,,3,1,395,275,120,386,271,62,210,31,92,248,62,27,58,139,36,157,149,19,51,65,21,6,7,,5,116,63,53,81,44,37,35,19,16,25,15,10,,28,12,66,3
Getafe,1450,98976,Bruno González,Defender,,Bruno,González,4,635,8,8,7,1,,1,,,,,,,,9,,1,8,,,,,,,,,1,,1,,,,279,235,44,267,225,30,91,84,74,213,19,22,25,166,20,69,24,,,,,1,,,,46,27,19,28,17,11,18,10,8,13,10,3,,35,2,40,4
Getafe,1450,198499,Nemanja Maksimovic,Midfielder,,Nemanja,Maksimovic,20,2898,35,35,33,2,5,1,11,5,14,,,,,31,5,2,29,2,2,,1,,1,,,28,11,17,1,6,,727,511,216,658,443,113,293,136,185,480,166,31,50,196,61,319,159,4,4,4,4,4,,,,283,144,139,131,69,62,152,75,77,48,28,20,,28,56,136,7
Getafe,1450,109270,Jaime Mata,Forward,,Jaime,Mata,7,2757,34,34,33,1,15,38,14,18,26,3,3,,2,23,2,2,21,11,11,,9,,2,3,4,49,25,24,2,8,,704,467,237,695,458,195,167,166,176,456,225,11,12,124,35,357,246,14,44,44,14,26,,,,483,190,293,237,85,152,246,105,141,21,13,8,,15,7,94,1
Getafe,1450,76555,Jorge Molina,Forward,,Jorge,Molina,19,1891,34,34,23,11,17,16,23,18,21,3,3,,4,19,1,,19,5,5,,4,1,,2,2,25,11,14,2,7,,576,376,200,568,368,114,176,157,129,366,191,10,9,70,19,310,194,4,13,13,4,18,,,,366,155,211,162,70,92,204,85,119,8,2,6,,16,4,81,2
Getafe,1450,225463,Amath Ndiaye,Forward,,Amath,Ndiaye,11,60,7,7,,7,,,5,5,,,,,,2,,,2,,,,,,,,,,,,,,,17,11,6,16,10,7,6,1,3,10,6,1,,1,2,10,4,,,,,2,1,,,27,12,15,26,11,15,1,1,,2,1,1,,,,4,
Getafe,1450,167767,Robert Kenedy Nunes do Nascimento,Midfielder,Kenedy,Robert Kenedy,Nunes do Nascimento,25,576,19,19,3,16,3,1,18,13,7,3,3,,2,4,,,4,1,1,,,1,,,,8,3,5,,6,,158,113,45,156,111,37,53,25,43,107,37,6,8,22,6,103,60,8,18,21,12,5,6,4,1,102,42,60,84,35,49,18,7,11,9,5,4,,4,11,44,
Getafe,1450,67527,Allan-Roméo Nyom,Defender,,Allan-Roméo,Nyom,12,2430,34,34,31,3,16,3,15,19,10,,,,,28,5,2,26,2,2,,1,,1,,,9,4,5,,4,,621,366,255,614,361,115,351,91,64,327,154,39,101,152,60,234,272,20,77,77,20,18,,,,262,119,143,196,83,113,66,36,30,45,25,20,,43,14,125,5
Getafe,1450,214966,Mathías Olivera,Defender,,Mathías,Olivera,17,1872,24,24,21,3,3,3,23,12,9,1,1,,,20,4,1,19,,,,,,,,,5,1,4,1,1,,605,323,282,590,310,47,395,34,129,302,190,21,92,91,74,242,247,10,37,39,10,7,1,,,323,176,147,171,102,69,152,74,78,64,40,24,1,39,24,107,3
Getafe,1450,39621,Vitorino Gabriel Pacheco Antunes,Defender,Vitorino Antunes,Vitorino Gabriel,Pacheco Antunes,3,5,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
Getafe,1450,80795,Francisco Portillo,Midfielder,,Francisco,Portillo,8,364,16,16,3,13,2,1,9,3,6,2,2,,3,4,1,,4,,,,,,,,,2,1,1,,1,,159,116,43,155,113,30,67,44,18,112,38,4,5,32,6,86,42,2,5,5,2,2,1,,,58,26,32,48,24,24,10,2,8,12,7,5,,3,2,29,
Getafe,1450,490866,Florent Poulolo,Midfielder,,Florent,Poulolo,28,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,,,,1,,,
Getafe,1450,163784,David Remeseiro Salgueiro,Midfielder,Jason,David,Remeseiro Salgueiro,23,1183,20,20,14,6,13,2,24,26,20,4,3,,3,15,2,1,14,1,1,,1,,,,,16,8,8,1,11,4,304,193,111,289,180,67,110,95,32,181,90,12,21,60,17,152,163,8,42,69,19,17,36,11,18,208,100,108,166,83,83,42,17,25,29,20,9,,9,18,80,3
Getafe,1450,169201,José Manuel Rodríguez Benito,Defender,Chema Rodríguez,José Manuel,Rodríguez Benito,6,308,4,4,3,1,,1,1,,,,,,,4,,,4,,,,,,,,,2,,2,,1,,125,75,50,115,70,5,64,18,38,60,22,15,28,48,12,27,39,,1,1,,1,,,,40,18,22,12,6,6,28,12,16,4,3,1,,12,5,18,
Getafe,1450,56419,Ángel Rodríguez,Forward,,Ángel,Rodríguez,9,1391,32,32,9,23,3,29,20,13,15,3,2,,5,23,3,1,22,10,10,,5,2,3,1,1,43,23,20,1,10,,276,176,100,275,175,66,68,60,82,165,86,11,14,39,13,139,110,2,23,23,2,20,,,,261,88,173,156,58,98,105,30,75,14,8,6,,9,3,62,1
Getafe,1450,169148,Deyverson Brum Silva Acosta,Forward,Deyverson,Deyverson Brum,Silva Acosta,14,204,5,5,3,2,3,1,3,2,1,1,1,,,1,,,1,,,,,,,,,4,1,3,,1,1,61,31,30,61,31,9,19,17,16,27,24,4,6,8,3,23,30,,3,3,,4,,,,49,20,29,19,3,16,30,17,13,,,,,5,,11,1
Getafe,1450,175204,David Soria,Goalkeeper,,David,Soria,13,3420,38,38,38,,,,,,,,,,,37,5,2,35,,,,,,,,,,,,,,,1093,459,634,378,171,,1010,50,33,83,4,376,630,133,52,326,582,,,,,1,,,,13,9,4,6,3,3,7,6,1,2,1,1,,26,3,360,
Getafe,1450,99005,Damián Suárez,Defender,,Damián,Suárez,22,2598,30,30,30,,6,,24,15,29,4,4,,2,26,2,1,25,1,1,,1,,,,,13,5,8,,8,7,1044,678,366,947,609,112,592,287,53,596,207,82,159,175,69,538,413,25,60,116,35,15,77,9,42,329,169,160,236,129,107,93,40,53,62,32,30,,35,27,147,2
Getafe,1450,90407,David Timor,Midfielder,,David,Timor,24,940,22,22,10,12,5,,4,,4,,,,,11,3,1,10,3,,3,,3,,,,15,7,8,,4,9,401,241,160,361,213,42,201,54,104,194,90,47,70,89,31,157,144,1,3,15,5,3,10,2,4,123,69,54,59,25,34,64,44,20,9,6,3,,23,19,47,3
Alavés,173,492142,Mahmoud Abdallahi,Midfielder,,Mahmoud,Abdallahi,36,150,3,3,1,2,,,3,1,,,,,,3,1,,3,,,,,,,,,,,,,,,38,33,5,38,33,9,12,7,10,33,5,,,23,,10,5,,,,,,,,,28,14,14,21,11,10,7,3,4,4,4,,,2,5,10,
Alavés,173,246162,Martín Aguirregabiria,Defender,,Martín,Aguirregabiria,21,2095,31,31,23,8,6,1,17,12,9,1,1,,1,38,7,5,33,1,1,,,1,,,,2,1,1,,1,,752,506,246,740,496,85,369,282,16,481,171,25,75,256,98,261,170,9,21,22,11,3,1,1,,221,117,104,167,91,76,54,26,28,55,30,25,,39,18,125,7
Alavés,173,197937,Oliver Burke,Midfielder,,Oliver,Burke,24,1421,31,31,14,17,8,1,28,22,4,2,2,,1,22,5,1,21,1,1,,1,,,,,16,8,8,,5,,316,213,103,313,210,90,80,73,73,207,99,6,4,73,20,140,100,,17,17,,15,,,,205,98,107,124,58,66,81,40,41,19,14,5,,13,8,53,
Alavés,173,175946,Víctor Camarasa,Midfielder,,Víctor,Camarasa,10,1298,17,17,15,2,9,2,13,17,13,1,1,,3,20,2,4,16,,,,,,,,,7,2,5,,2,,514,418,96,490,395,110,122,138,144,389,75,29,21,191,26,236,86,4,5,16,9,4,11,4,5,121,56,65,95,46,49,26,10,16,18,10,8,,12,15,78,3
Alavés,173,483881,Paulino De la Fuente,Midfielder,,Paulino,De la Fuente,32,73,3,3,,3,,,2,1,,,,,,2,1,,2,,,,,,,,,,,,,,,23,16,7,22,15,5,4,4,10,15,6,1,1,5,,12,13,,4,6,1,,2,1,1,18,9,9,14,7,7,4,2,2,,,,,,1,7,
Alavés,173,126119,Rubén Duarte,Defender,,Rubén,Duarte,3,2663,31,31,30,1,2,,4,8,12,1,1,1,,37,7,8,29,,,,,,,,,17,8,9,,2,,983,665,318,950,639,94,518,58,313,604,163,61,155,307,106,371,263,12,48,51,13,12,3,1,1,303,159,144,193,103,90,110,56,54,61,32,29,,60,47,150,8
Alavés,173,93421,Rodrigo Ely,Defender,,Rodrigo,Ely,4,2125,25,25,24,1,4,2,3,,2,,,,,32,8,4,28,2,2,,2,,,,,6,2,4,,,,889,671,218,850,645,58,379,221,231,581,113,90,105,491,90,180,130,,2,2,,1,,,,215,124,91,80,34,46,135,90,45,22,13,9,,112,32,97,19
Alavés,173,43547,Ljubomir Fejsa,Midfielder,,Ljubomir,Fejsa,15,790,13,13,11,2,7,,,1,1,,,,,16,4,2,14,,,,,,,,,1,,1,,,,287,231,56,285,229,44,92,100,51,218,44,13,12,140,22,91,34,,,,,,,,,98,44,54,69,26,43,29,18,11,19,13,6,,12,6,54,1
Alavés,173,163817,Jorge Franco Alviz,Midfielder,Burgui,Jorge,Franco Alviz,14,20,2,2,,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,7,4,3,6,4,1,3,,3,4,2,,1,2,,2,3,,,,,,,,,1,1,,1,1,,,,,,,,,,,3,
Alavés,173,55378,Manuel Alejandro García Sánchez,Midfielder,Manu García,Manuel Alejandro,García Sánchez,19,1966,30,30,22,8,6,3,6,4,3,,,,1,33,7,5,28,,,,,,,,,18,6,12,1,1,,705,508,197,700,504,103,255,176,171,478,144,30,53,262,59,246,142,,4,4,,3,,,,355,163,192,212,83,129,143,80,63,46,23,23,,31,28,110,12
Alavés,173,82970,John Guidetti,Forward,,John,Guidetti,0,94,5,5,1,4,1,,3,1,1,,,,,2,,1,1,,,,,,,,,1,,1,,1,1,32,20,12,32,20,6,14,7,5,20,10,,2,3,1,17,11,,,,,,,,,11,7,4,9,6,3,2,1,1,2,1,1,,,,2,
Alavés,173,40694,Roberto Jiménez,Goalkeeper,,Roberto,Jiménez,13,789,9,9,8,1,,,,,,,,,,19,3,2,17,,,,,,,,,,,,,1,,227,112,115,95,48,,204,11,12,24,,88,115,31,11,81,104,,,,,,,,,5,5,,2,2,,3,3,,1,1,,,6,,55,
Alavés,173,49370,Víctor Laguardia,Defender,,Víctor,Laguardia,5,2654,31,31,31,,3,2,4,2,7,2,1,1,,44,8,8,36,1,1,,1,,,,,7,2,5,1,3,,1061,768,293,998,728,63,544,278,176,638,117,130,176,521,72,250,221,3,,,3,1,,,,188,96,92,80,30,50,108,66,42,21,15,6,,123,37,134,18
Alavés,173,484406,Javier López,Defender,,Javier,López,28,90,1,1,1,,,,2,1,,,,,,6,2,1,5,,,,,,,,,,,,,,,17,14,3,17,14,2,7,2,6,14,3,,,7,1,7,7,,5,5,,2,,,,11,8,3,11,8,3,,,,6,5,1,,5,1,1,1
Alavés,173,86940,Lisandro Magallán,Defender,,Lisandro,Magallán,6,1197,17,17,13,4,1,1,2,1,3,1,,,,30,6,5,25,1,1,,,,1,,,6,2,4,,,,444,342,102,418,324,26,203,107,108,297,47,45,55,235,39,107,63,,,,,,,,,115,61,54,52,29,23,63,32,31,22,15,7,,43,16,51,6
Alavés,173,155335,Guillermo Maripán,Defender,,Guillermo,Maripán,6,90,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,3,10,8,,5,4,3,8,2,1,1,6,1,3,2,,,,,,,,,9,6,3,2,1,1,7,5,2,1,1,,,9,2,2,
Alavés,173,178873,Adrián Marín,Defender,,Adrián,Marín,17,852,12,12,9,3,2,,9,12,6,,,,,18,4,,18,,,,,,,,,2,,2,,1,,252,178,74,241,171,30,114,18,90,170,49,8,25,89,27,93,61,3,10,14,4,2,2,,2,94,44,50,77,34,43,17,10,7,22,15,7,,26,13,34,4
Alavés,173,61316,Jose Luis Mato Sanmartín,Forward,Joselu,Jose Luis,Mato Sanmartín,9,2786,36,36,31,5,10,6,13,21,13,2,2,,,47,10,7,40,11,11,,7,3,1,1,1,72,30,42,2,16,2,966,503,463,953,490,161,419,193,193,471,430,32,33,178,58,326,408,1,3,3,1,13,,,,697,404,293,226,92,134,471,312,159,26,17,9,,46,13,100,5
Alavés,173,198221,Javier Muñoz,Midfielder,Javi Muñoz,Javier,Muñoz,15,53,1,1,1,,1,,,1,,,,,,2,,,2,,,,,,,,,,,,,,,14,10,4,14,10,6,,4,4,10,3,,1,6,2,4,2,,,,,,,,,3,,3,3,,3,,,,,,,,,,1,1
Alavés,173,89215,Edgar Méndez,Midfielder,,Edgar,Méndez,16,866,16,16,10,6,6,11,13,8,5,,,,,18,3,3,15,1,1,,1,,,,,6,3,3,,2,,176,113,63,175,112,52,50,48,26,107,56,6,7,43,15,75,60,5,12,12,5,3,,,,137,55,82,99,42,57,38,13,25,11,7,4,,7,5,45,2
Alavés,173,90728,Joaquín Navarro Jiménez,Defender,Ximo Navarro,Joaquín,Navarro Jiménez,23,1904,23,23,22,1,4,,8,6,3,,,,1,30,6,6,24,,,,,,,,,6,2,4,1,1,,674,508,166,650,489,90,289,235,60,473,86,35,80,318,56,192,127,2,17,17,2,5,,,,195,108,87,128,74,54,67,34,33,34,19,15,1,70,52,112,7
Alavés,173,91406,Fernando Pacheco,Goalkeeper,,Fernando,Pacheco,1,2359,27,27,27,,,,,,2,,,,,37,8,7,30,,,,,,,,,,,,,,,723,387,336,308,179,,621,45,57,101,6,286,330,154,66,233,270,,,,,,,,,7,5,2,3,1,2,4,4,,1,,1,1,18,,224,
Alavés,173,80956,Tomás Pina,Midfielder,,Tomás,Pina,8,1350,20,20,17,3,9,,10,1,5,,,,,13,2,2,11,1,1,,1,,,,,1,1,,,1,,526,421,105,522,417,65,192,131,138,406,89,15,16,202,40,219,69,,4,4,,1,,,,201,110,91,125,66,59,76,44,32,37,22,15,,31,16,92,5
Alavés,173,131411,Pere Pons,Midfielder,,Pere,Pons,20,1070,30,30,7,23,2,,3,13,5,1,1,,1,31,9,4,27,1,1,,,,1,,,1,1,,,3,,377,279,98,367,270,69,127,86,95,264,84,15,14,159,37,123,64,3,3,3,3,1,,,,138,61,77,104,44,60,34,17,17,28,16,12,,8,12,71,3
Alavés,173,155851,Lucas Pérez,Forward,,Lucas,Pérez,7,2500,34,34,29,5,11,23,23,28,58,5,3,2,8,45,8,9,36,11,10,1,1,10,,5,5,34,19,15,4,14,4,571,406,165,491,332,149,163,141,118,392,144,14,21,106,20,344,240,7,46,95,44,32,67,20,32,201,64,137,161,53,108,40,11,29,12,6,6,,,2,66,2
Alavés,173,434941,Luis Rioja,Forward,,Luis,Rioja,11,1641,28,28,19,9,15,2,25,27,15,,,,,22,5,3,19,,,,,,,,,6,2,4,,3,,381,290,91,372,282,104,127,43,107,286,74,4,17,94,19,206,119,7,40,47,10,16,4,,3,182,70,112,142,59,83,40,11,29,18,12,6,,6,16,76,
Alavés,173,244337,Alberto Rodríguez,Defender,Tachi,Alberto,Rodríguez,27,235,6,6,2,4,1,,,1,,,,,,5,1,,5,,,,,,,,,,,,,,,47,38,9,43,35,5,16,21,5,29,4,9,5,33,3,5,6,,,,,,,,,28,9,19,18,8,10,10,1,9,2,1,1,,11,4,8,4
Alavés,173,228669,José Luis Rodríguez,Midfielder,,José Luis,Rodríguez,38,21,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,4,2,2,4,2,1,2,1,,2,2,,,,,2,2,,,,,,,,,5,,5,4,,4,1,,1,,,,,,,,
Alavés,173,490799,Borja Sainz,Midfielder,,Borja,Sainz,29,565,19,19,5,14,5,4,12,18,6,,,,,9,2,1,8,1,1,,1,,,,,7,4,3,1,3,,101,78,23,101,78,26,33,30,12,76,17,2,6,31,5,49,29,2,11,11,2,11,,,,127,44,83,104,36,68,23,8,15,16,9,7,,,3,44,
Alavés,173,176245,Antonio Sivera,Goalkeeper,,Antonio,Sivera,13,270,3,3,3,,,,,,,,,,,3,1,,3,,,,,,,,,,,,,,,74,41,33,30,13,,66,5,3,11,,30,33,13,3,28,30,,,,,1,,,,3,2,1,1,,1,2,2,,,,,,4,,21,
Alavés,173,79627,Aleix Vidal,Midfielder,,Aleix,Vidal,18,2177,29,29,26,3,14,3,23,27,39,4,4,,1,33,6,6,27,2,2,,1,1,,,,18,10,8,,5,4,716,551,165,649,495,172,209,193,142,516,141,35,24,175,40,417,194,15,38,69,41,12,45,16,17,220,102,118,183,90,93,37,12,25,21,14,7,,12,23,109,1
Alavés,173,55179,Mubarak Wakaso,Midfielder,,Mubarak,Wakaso,22,1287,16,16,15,1,6,,25,12,5,,,,,24,5,4,20,,,,,,,,,12,1,11,,2,,456,342,114,446,333,77,145,100,134,285,75,57,39,182,25,161,103,1,13,14,1,,1,,1,229,121,108,178,102,76,51,19,32,54,31,23,,15,17,99,5
Athletic Club,174,14464,Aritz Aduriz,Forward,,Aritz,Aduriz,20,194,14,14,,14,,,1,1,,,,,,1,,,1,1,1,,1,,,,1,7,3,4,1,,,56,32,24,56,32,8,17,15,16,31,23,1,1,8,4,24,20,,,,,1,,,,46,26,20,13,5,8,33,21,12,3,2,1,,2,,2,
Athletic Club,174,56680,Mikel Balenziaga,Defender,,Mikel,Balenziaga,24,562,9,9,6,3,1,,3,,1,,,,,9,,2,7,,,,,,,,,2,,2,,1,,191,138,53,191,138,31,92,17,51,128,37,10,16,76,20,63,46,1,13,13,1,3,,,,44,31,13,31,21,10,13,10,3,15,10,5,,15,2,31,1
Athletic Club,174,42670,Yuri Berchiche Izeta,Defender,Yuri,Yuri,Berchiche Izeta,17,2851,33,33,32,1,3,2,43,27,29,1,1,,1,29,5,3,26,2,1,1,,2,,,,22,9,13,1,13,2,1283,1049,234,1255,1023,173,490,62,558,963,190,86,44,464,74,605,246,19,86,86,20,25,3,,,316,194,122,236,140,96,80,54,26,48,35,13,,53,30,211,4
Athletic Club,174,140266,Ander Capa,Defender,,Ander,Capa,21,2875,35,35,32,3,6,6,56,28,19,4,4,,,32,4,4,28,3,2,1,3,,,,,10,7,3,,6,,1146,861,285,1130,846,247,460,388,51,825,202,36,83,373,100,505,268,17,83,83,17,17,2,,,332,177,155,262,132,130,70,45,25,64,36,28,1,52,28,138,7
Athletic Club,174,215684,Iñigo Córdoba,Midfielder,,Iñigo,Córdoba,11,1448,24,24,21,3,17,4,13,15,8,4,2,,2,14,1,3,11,1,1,,1,,,,,21,7,14,,7,,418,304,114,413,299,94,132,71,121,300,98,4,16,104,38,208,104,8,28,28,8,7,,,,192,77,115,156,60,96,36,17,19,33,20,13,,5,16,86,2
Athletic Club,174,59062,Óscar De Marcos,Defender,,Óscar,De Marcos,18,540,13,13,6,7,4,2,2,3,7,1,1,,,6,1,1,5,,,,,,,,,1,,1,,,,177,133,44,173,129,32,71,61,13,127,37,6,7,49,14,90,44,5,14,14,6,1,2,1,,43,17,26,26,9,17,17,8,9,5,3,2,,5,8,28,
Athletic Club,174,38394,Beñat Etxebarria,Midfielder,,Beñat,Etxebarria,7,388,11,11,3,8,2,,,1,10,,,,,3,,1,2,,,,,,,,,4,2,2,,1,,179,151,28,164,139,26,46,54,53,138,16,13,12,73,5,89,32,2,2,9,11,1,16,8,7,33,12,21,24,8,16,9,4,5,6,1,5,,5,4,25,1
Athletic Club,174,140264,Daniel García Carrillo,Midfielder,Dani García,Daniel,García Carrillo,14,3027,36,36,33,3,1,,10,6,13,1,1,,1,35,5,5,30,,,,,,,,,11,,11,,3,,1516,1234,282,1483,1203,205,436,443,432,1083,178,151,104,680,93,556,192,1,3,3,2,2,,,,352,167,185,240,104,136,112,63,49,59,30,29,,55,52,202,7
Athletic Club,174,18498,Raúl García,Midfielder,Raúl García,Raúl,García,22,2876,35,35,33,2,11,18,9,17,21,1,,,5,25,4,4,21,15,12,3,10,4,1,7,7,75,34,41,2,7,,938,524,414,934,520,153,449,188,148,503,359,21,55,151,57,378,385,5,28,28,5,23,,,,644,331,313,275,119,156,369,212,157,57,37,20,,42,24,94,6
Athletic Club,174,84471,Ibai Gómez,Midfielder,,Ibai,Gómez,19,690,17,17,6,11,4,5,11,4,15,,,,,7,1,1,6,,,,,,,,,10,4,6,1,4,2,214,169,45,196,158,60,61,35,58,165,32,4,13,49,10,145,101,8,28,66,25,10,47,12,31,56,20,36,49,19,30,7,1,6,5,3,2,,3,3,33,
Athletic Club,174,89292,Iago Herrerín,Goalkeeper,,Iago,Herrerín,13,424,5,5,4,1,,,,,,,,,,9,,3,6,,,,,,,,,,,,,,,141,76,65,81,46,,105,18,18,34,1,42,64,52,17,24,48,,,,,,,,,2,2,,,,,2,2,,,,,,2,,49,
Athletic Club,174,194625,Kenan Kodro,Forward,,Kenan,Kodro,23,360,12,12,4,8,3,3,3,1,1,,,,,6,,,6,1,1,,,1,,,,2,2,,,2,1,81,53,28,76,48,20,21,26,14,52,27,1,1,22,4,31,26,,2,2,,1,,,,61,31,30,20,9,11,41,22,19,1,,1,,4,,14,
Athletic Club,174,242260,Gaizka Larrazabal,Midfielder,,Gaizka,Larrazabal,12,244,10,10,2,8,2,1,2,5,1,,,,,3,,1,2,,,,,,,,,1,1,,,2,,62,40,22,62,40,21,14,21,6,39,18,1,4,19,6,24,27,2,6,11,3,5,6,1,5,34,13,21,20,7,13,14,6,8,2,2,,,,,10,
Athletic Club,174,197314,Íñigo Lekue,Defender,,Íñigo,Lekue,15,617,14,14,6,8,2,1,13,26,7,1,,,,13,2,2,11,,,,,,,,,1,,1,,2,,200,153,47,198,151,57,64,58,21,145,35,8,12,62,10,100,67,8,23,30,9,4,7,1,5,105,45,60,85,37,48,20,8,12,22,12,10,,10,3,31,
Athletic Club,174,183462,Unai López,Midfielder,,Unai,López,8,1804,26,26,24,2,18,1,13,6,30,4,3,,,19,2,1,18,1,,1,1,,,,,20,9,11,,8,5,1114,972,142,1033,908,235,258,348,273,872,86,100,56,461,28,543,183,10,32,69,32,11,56,19,25,199,82,117,153,60,93,46,22,24,30,22,8,,10,18,144,2
Athletic Club,174,90318,Íñigo Martínez,Defender,,Íñigo,Martínez,4,2970,33,33,33,,,3,7,5,9,1,,,,32,5,5,27,1,1,,,1,,,,22,4,18,,5,4,1510,1177,333,1424,1107,89,635,267,519,985,142,192,191,717,108,465,239,5,14,14,5,5,,,,315,203,112,136,84,52,179,119,60,48,30,18,1,136,39,210,13
