team,team_id,player_id,player_name,position,known_name,first_name,last_name,shirtNumber,played_time,appearances,played_games,starts,sub_on,sub_off,offsides,dribbles_successful,dribbles_unsuccessful,keypasses,assists,assists_intentional,assists_second_goal,through_balls,goals_conceded,goals_conceded_penalty,goals_conceded_outside_box,goals_conceded_inside_box,goals,goals_from_inside_box,goals_from_outside_box,goals_right_foot,goals_left_foot,goals_headed,goals_penalty,penalty_taken,shots_total,shots_on_target_include_goals,shots_off_target_include_woodwork,shots_hit_woodwork,shots_blocked,shots_attempts_from_set_pieces,passes_total,passes_total_exc_crosses_and_corners_succesful,passes_total_exc_crosses_and_corners_unsuccesful,passes_open_play,passes_open_play_successful,passes_backward,passes_forward,passes_leftside,passes_rightside,passes_short_successful,passes_short_unsuccessful,passes_long_successful,passes_long_unsuccessful,passes_own_half_successful,passes_own_half_unsuccessful,passes_opposition_half_successful,passes_opposition_half_unsuccessful,crosses_open_play_successful,crosses_open_play_unsuccessful,crosses_and_corners_unsuccessful,crosses_and_corners_successful,corners_won,corners_taken_include_short_corners,corners_into_box_successful,corners_into_box_unsuccessful,duels_total,duels_won,duels_lost,duels_ground_total,duels_ground_won,duels_ground_lost,duels_aerial_total,duels_aerial_won,duels_aerial_lost,tackles_total,tackles_won,tackles_lost,tackles_last_man,clearances,interceptions,recoveries,blocks
Mallorca,181,246477,Lumor Agbenyenu,Defender,,Lumor,Agbenyenu,3,1807,23,23,20,3,5,,29,18,17,,,,,33,8,6,27,1,,1,,1,,,,11,2,9,1,3,,668,499,169,658,489,79,329,32,228,475,120,24,49,252,70,260,167,13,68,68,13,14,,,,161,86,75,127,68,59,34,18,16,31,21,10,1,53,21,118,2
Mallorca,181,40559,Fabricio Agosto Ramírez,Goalkeeper,Fabri,Fabricio,Agosto Ramírez,13,90,1,1,1,,,,,,,,,,,3,1,1,2,,,,,,,,,,,,,,,27,19,8,14,10,,20,6,1,11,,8,8,14,3,5,5,,,,,,,,,1,,1,1,,1,,,,,,,,,,9,
Mallorca,181,91953,Alexánder Alegría Moreno,Forward,Álex Alegría,Alexánder,Alegría Moreno,10,103,6,6,,6,,1,,2,,,,,,2,,,2,,,,,,,,,,,,,,,32,21,11,32,21,11,11,4,6,20,11,1,,7,2,14,10,,1,1,,2,,,,32,14,18,11,4,7,21,10,11,1,,1,,,,4,
Mallorca,181,118335,Abdul Rahman Baba,Defender,Abdul Rahman Baba,Abdul Rahman,Baba,18,109,2,2,2,,1,,,1,,,,,,1,,,1,,,,,,,,,,,,,1,,35,22,13,35,22,6,17,5,7,20,7,2,6,7,3,16,15,1,5,5,1,1,,,,10,4,6,6,3,3,4,1,3,3,2,1,,2,1,5,1
Mallorca,181,463170,Iddrisu Baba,Midfielder,,Iddrisu,Baba,12,2912,36,36,35,1,14,1,53,9,6,,,,2,55,14,11,44,,,,,,,,,12,2,10,2,3,,1271,1028,243,1243,1000,168,451,321,331,967,186,61,57,565,108,463,137,,2,2,,2,,,,458,233,225,303,169,134,155,64,91,59,37,22,,39,39,248,8
Mallorca,181,94273,Ante Budimir,Forward,,Ante,Budimir,22,2780,35,35,33,2,18,16,20,27,11,2,,,,53,13,11,42,13,13,,1,8,3,2,2,46,22,24,2,10,,578,370,208,544,336,136,169,164,109,368,206,2,2,115,25,256,188,1,5,5,1,18,1,,,584,264,320,234,100,134,350,164,186,31,15,16,,29,8,52,4
Mallorca,181,90733,Aridai Cabrera,Forward,,Aridai,Cabrera,7,35,2,2,,2,,,,2,,,,,,2,,1,1,,,,,,,,,1,1,,,,,9,7,2,8,6,1,2,3,3,7,2,,,2,,5,2,,,,,,,,,7,1,6,7,1,6,,,,1,1,,,,,2,
Mallorca,181,19484,Francisco Javier Campos Coll,Defender,Xisco Campos,Francisco Javier,Campos Coll,5,468,9,9,4,5,,1,,,2,1,1,,,12,2,3,9,,,,,,,,,3,,3,,1,,200,149,51,191,140,19,80,40,61,126,23,23,28,113,21,37,32,1,2,2,1,,,,,54,28,26,21,9,12,33,19,14,7,4,3,,20,11,20,5
Mallorca,181,85659,Pablo Chavarria,Forward,,Pablo,Chavarria,19,200,13,13,1,12,1,7,1,1,2,,,,,3,,1,2,,,,,,,,,5,1,4,,,,56,34,22,56,34,13,20,10,13,33,22,1,,9,5,25,22,,5,5,,3,,,,56,25,31,27,6,21,29,19,10,1,1,,,2,1,6,1
Mallorca,181,199250,Aleix Febas,Midfielder,,Aleix,Febas,23,1699,29,29,22,7,17,,40,22,19,3,,,5,32,6,9,23,,,,,,,,,6,4,2,,2,,674,573,101,663,562,131,170,194,179,556,90,17,11,217,31,356,73,,3,3,,4,,,,237,128,109,218,124,94,19,4,15,36,24,12,,5,17,92,
Mallorca,181,455197,Francisco Gámez,Defender,Fran Gámez,Francisco,Gámez,15,1766,23,23,18,5,2,2,17,6,12,1,1,,,34,8,6,28,,,,,,,,,8,2,6,,6,,626,471,155,610,455,120,280,86,140,433,107,38,48,218,58,265,139,12,41,42,12,7,1,,1,199,100,99,167,89,78,32,11,21,64,42,22,1,33,29,117,11
Mallorca,181,244716,Juan Hernández,Forward,,Juan,Hernández,29,1492,22,22,17,5,10,4,31,32,16,1,,1,,23,8,2,21,5,5,,4,,1,,,34,15,19,,11,,418,285,133,407,274,100,108,55,155,273,120,12,13,89,34,203,116,7,17,17,7,10,,,,287,138,149,172,81,91,115,57,58,15,8,7,,13,10,58,1
Mallorca,181,76542,Sung-Yueng Ki,Midfielder,Ki Sung-Yueng,Sung-Yueng,Ki,10,8,1,1,,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,3,1,2,2,,,3,,,1,2,,,,2,1,,,,,,,,,,3,,3,3,,3,,,,,,,,,,1,
Mallorca,181,169074,Leonardo Koutris,Defender,,Leonardo,Koutris,18,93,2,2,1,1,1,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,38,27,11,38,27,5,24,2,7,25,6,2,5,14,7,14,6,1,2,2,1,,,,,12,4,8,5,1,4,7,3,4,1,1,,,5,1,6,1
Mallorca,181,219271,Takefusa Kubo,Midfielder,,Takefusa,Kubo,26,2309,35,35,23,12,9,4,64,61,31,4,2,,2,49,13,9,40,4,2,2,2,2,,,,38,25,13,1,17,6,679,511,168,664,496,126,211,225,117,503,156,8,12,133,32,391,203,8,48,67,13,30,25,3,15,366,173,193,327,161,166,39,12,27,34,22,12,,7,23,114,1
Mallorca,181,60757,Junior Wakalible Lago,Forward,Lago Junior,Junior Wakalible,Lago,11,2192,35,35,24,11,12,10,30,38,19,,,,1,35,8,7,28,4,4,,4,,,3,3,31,12,19,1,10,,643,485,158,641,483,184,159,83,217,474,139,11,19,149,36,344,172,8,50,50,8,25,,,,338,155,183,238,107,131,100,48,52,32,19,13,,20,14,119,5
Mallorca,181,435249,Miquel Parera,Goalkeeper,,Miquel,Parera,25,90,1,1,1,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,22,16,6,15,13,,17,2,3,9,,7,6,12,,4,6,,,,,,,,,,,,,,,,,,,,,,,,6,
Mallorca,181,42869,Marc Pedraza,Midfielder,,Marc,Pedraza,6,131,3,3,2,1,2,,,,,,,,,4,1,,4,,,,,,,,,,,,,,,36,29,7,36,29,4,12,12,8,29,7,,,15,4,14,3,,,,,,,,,10,1,9,7,1,6,3,,3,1,1,,,1,4,3,
Mallorca,181,234548,Alejandro Pozo,Midfielder,,Alejandro,Pozo,7,1532,22,22,16,6,3,1,17,14,15,2,1,,,31,6,8,23,1,1,,,1,,,,4,2,2,1,3,,661,518,143,641,500,114,261,264,22,485,96,33,47,254,56,278,144,14,57,57,14,7,,,,157,80,77,131,71,60,26,9,17,39,25,14,,24,23,97,2
Mallorca,181,92187,Abdón Prats,Forward,,Abdón,Prats,9,260,20,20,,20,,,1,6,1,,,,,7,,4,3,,,,,,,,1,10,4,6,1,1,,69,45,24,65,41,14,17,21,17,41,22,4,2,13,6,32,20,,2,2,,2,,,,55,16,39,21,4,17,34,12,22,1,1,,,1,,6,
Mallorca,181,105571,Antonio Raíllo,Defender,,Antonio,Raíllo,21,2779,32,32,32,,3,3,7,,6,,,,,50,12,10,40,1,1,,,,1,,,13,2,11,,1,,1172,968,204,1107,920,108,515,266,283,882,106,86,98,710,81,258,123,,,,,1,,,,198,120,78,86,51,35,112,69,43,31,21,10,,110,22,125,26
Mallorca,181,32298,Manuel Reina,Goalkeeper,Manolo Reina,Manuel,Reina,1,3240,36,36,36,,,,,,,,,,,60,14,10,50,,,,,,,,,,,,,,,1018,579,439,514,296,,790,125,103,310,1,269,438,381,88,198,351,,,,,1,,,,15,14,1,7,6,1,8,8,,,,,,16,5,361,
Mallorca,181,80906,Daniel José Rodríguez Vázquez,Midfielder,Dani Rodríguez,Daniel José,Rodríguez Vázquez,14,3048,37,37,36,1,10,6,47,42,37,2,2,,2,62,15,12,50,5,3,2,5,,,1,1,34,12,22,,17,1,1101,912,189,1043,859,189,319,302,291,847,152,65,37,337,44,590,184,8,29,39,15,13,14,5,4,471,211,260,371,177,194,100,34,66,59,32,27,,23,38,183,3
Mallorca,181,508475,Luka Romero,Midfielder,,Luka,Romero,41,7,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,1,1,,,,1,,,,,,,,,,,,2,1,1,2,1,1,,,,,,,,,,,
Mallorca,181,55343,Yannis Salibur,Forward,,Yannis,Salibur,16,78,4,4,,4,,,3,1,2,,,,,3,,,3,,,,,,,,,1,,1,,,1,38,32,6,38,32,7,13,12,6,32,6,,,7,3,26,6,1,3,3,1,,,,,19,9,10,17,7,10,2,2,,,,,,1,1,2,
Mallorca,181,219718,Joan Sastre,Defender,,Joan,Sastre,2,1360,19,19,16,3,4,,3,10,14,2,2,,1,29,6,6,23,,,,,,,,,13,1,12,,3,1,460,325,135,450,317,56,210,155,39,293,84,32,51,153,43,187,142,14,50,50,15,5,,,,130,63,67,104,52,52,26,11,15,30,17,13,,24,23,70,2
Mallorca,181,215792,Aleksander Sedlar,Defender,,Aleksander,Sedlar,20,813,12,12,9,3,1,,3,1,1,,,,,17,4,4,13,,,,,,,,,1,1,,,,,377,311,66,375,309,21,194,86,76,289,44,22,22,202,35,109,31,,,,,,,,,73,38,35,34,20,14,39,18,21,13,6,7,,29,16,43,11
Mallorca,181,55354,Salvador Sevilla,Midfielder,Salva Sevilla,Salvador,Sevilla,8,2578,35,35,31,4,14,1,9,13,56,3,3,,4,43,11,7,36,5,3,2,4,1,,2,3,29,14,15,2,5,13,1592,1384,208,1406,1218,232,562,329,469,1292,155,92,53,543,62,872,242,1,13,96,31,18,113,27,55,162,67,95,134,51,83,28,16,12,27,21,6,,16,29,172,5
Mallorca,181,199319,Josep Señé,Midfielder,,Josep,Señé,4,146,6,6,1,5,1,,3,2,3,,,,,4,,2,2,,,,,,,,,1,1,,,,,85,79,6,81,75,11,19,20,35,76,5,3,1,35,1,45,6,1,,1,1,,1,,1,18,10,8,17,9,8,1,1,,2,1,1,,2,,7,1
Mallorca,181,85085,Aleksandar Trajkovski,Forward,,Aleksandar,Trajkovski,17,319,14,14,1,13,1,,8,5,14,,,,,7,1,1,6,,,,,,,,,7,4,3,,3,,135,111,24,131,108,31,31,20,53,99,20,12,4,24,3,97,38,4,6,17,10,5,16,5,11,46,20,26,43,19,24,3,1,2,2,,2,,1,3,20,
Mallorca,181,170116,Martin Valjent,Defender,,Martin,Valjent,24,3184,36,36,36,,3,1,6,4,5,,,,1,59,13,11,48,,,,,,,,,14,2,12,1,1,,1205,997,208,1143,946,84,539,349,233,918,114,79,94,723,82,277,127,3,1,1,3,4,,,,178,95,83,75,40,35,103,55,48,25,17,8,,138,37,145,27
Real Betis,185,179271,Carles Aleñá,Midfielder,,Carles,Aleñá,24,901,21,21,9,12,5,3,14,11,4,,,,1,13,3,1,12,1,1,,,1,,,,10,5,5,,3,,538,472,66,534,468,68,124,156,190,452,53,20,13,144,14,328,59,,3,7,,3,4,,3,118,54,64,100,51,49,18,3,15,16,10,6,,1,1,37,1
Real Betis,185,20399,Antonio Barragán,Defender,,Antonio,Barragán,19,639,12,12,7,5,2,1,2,2,7,1,1,,,11,2,,11,,,,,,,,,,,,,2,,377,327,50,370,321,63,131,172,11,319,34,8,16,131,14,201,65,5,29,29,5,3,,,,52,29,23,38,22,16,14,7,7,7,5,2,,21,8,36,2
Real Betis,185,81138,Marc Bartra,Defender,,Marc,Bartra,5,2526,30,30,29,1,4,1,14,4,4,1,,1,3,48,10,2,46,3,3,,1,,2,,,18,4,14,,5,,1671,1425,246,1598,1358,91,587,531,462,1320,137,105,109,1032,105,394,142,1,1,1,1,,,,,337,201,136,168,99,69,169,102,67,62,34,28,,122,35,152,24
Real Betis,185,56448,Sergio Canales,Midfielder,,Sergio,Canales,10,3167,36,36,36,,4,2,51,17,74,6,5,2,6,57,11,3,54,6,5,1,,6,,3,4,37,17,20,2,15,5,2068,1828,240,1919,1694,538,453,555,522,1702,178,126,62,809,56,1065,291,17,54,107,46,26,83,23,27,265,128,137,231,122,109,34,6,28,25,16,9,,13,13,177,1
Real Betis,185,89747,Zouhair Feddal,Defender,,Zouhair,Feddal,4,1434,17,17,16,1,2,,4,,4,2,2,,3,28,5,2,26,1,1,,1,,,,,8,3,5,1,2,,1080,914,166,1036,876,52,426,195,407,827,76,87,90,668,47,246,119,,,,,3,,,,135,78,57,57,33,24,78,45,33,20,13,7,,74,23,67,9
Real Betis,185,166552,Nabil Fekir,Forward,,Nabil,Fekir,8,2648,32,32,31,1,10,14,98,53,37,4,1,1,1,49,7,2,47,7,5,2,,7,,1,1,76,41,35,2,26,8,952,799,153,919,768,161,275,284,232,761,129,38,24,183,30,631,159,11,28,36,15,27,12,4,6,525,281,244,452,250,202,73,31,42,41,26,15,,2,10,121,3
Real Betis,185,19534,Francisco Javier García Fernández,Midfielder,Javi García,Francisco Javier,García Fernández,3,374,8,8,4,4,1,,1,,,,,,,6,,1,5,,,,,,,,,3,1,2,,,,197,164,33,191,158,24,60,53,60,157,26,7,7,100,12,64,21,,,,,,,,,46,28,18,14,7,7,32,21,11,2,2,,,14,4,10,
Real Betis,185,490859,Raul García,Forward,Raul García,Raul,García,35,16,3,3,,3,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,7,4,3,6,3,3,,2,2,4,3,,,1,2,3,1,,,,,,,,,5,1,4,2,,2,3,1,2,,,,,,,2,
Real Betis,185,469402,Edgar González,Defender,,Edgar,González,32,687,10,10,9,1,7,,2,5,,,,,,9,4,2,7,,,,,,,,,4,1,3,1,2,,355,308,47,352,305,43,84,115,113,293,30,15,17,216,20,92,27,,,,,2,,,,77,40,37,43,14,29,34,26,8,8,3,5,,16,10,30,2
Real Betis,185,37064,Andrés Guardado,Midfielder,,Andrés,Guardado,18,2053,28,28,25,3,14,1,18,8,23,3,2,,1,28,6,3,25,,,,,,,,,11,4,7,,1,,1023,864,159,1004,848,196,255,260,312,783,116,81,43,408,46,462,125,5,12,12,6,4,1,1,,200,83,117,156,69,87,44,14,30,30,14,16,,21,18,134,4
Real Betis,185,493599,Ismael Gutiérrez,Midfielder,,Ismael,Gutiérrez,37,84,3,3,1,2,1,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,31,25,6,30,24,11,5,7,8,24,4,1,2,14,3,11,3,,,,,,,,,11,3,8,8,3,5,3,,3,2,1,1,,1,2,4,1
Real Betis,185,202044,Borja Iglesias,Forward,,Borja,Iglesias,9,1919,35,35,21,14,12,14,16,18,14,2,1,,2,30,8,1,29,3,3,,1,,2,,,31,12,19,1,5,,310,232,78,264,186,113,64,64,69,224,74,8,4,98,15,135,68,1,5,5,1,11,,,,215,81,134,122,41,81,93,40,53,7,5,2,,18,5,34,4
Real Betis,185,80287,Juan Miguel Jiménez López,Forward,Juanmi,Juan Miguel,Jiménez López,7,262,8,8,2,6,2,2,2,1,1,,,,,5,,1,4,1,1,,,1,,,,6,3,3,,1,,52,40,12,51,39,11,11,13,17,39,12,1,,13,4,27,10,,2,2,,1,,,,23,11,12,17,7,10,6,4,2,4,1,3,,,,11,
Real Betis,185,185648,Wilfrid Kaptoum,Midfielder,,Wilfrid,Kaptoum,0,191,5,5,2,3,1,,2,,1,,,,1,5,1,1,4,,,,,,,,,1,,1,,2,,70,56,14,68,55,13,25,11,21,54,10,2,4,31,6,25,10,,2,2,,,1,,,22,11,11,17,10,7,5,1,4,5,2,3,,3,1,12,1
Real Betis,185,224389,Diego Lainez,Midfielder,,Diego,Lainez,20,339,15,15,2,13,2,,16,8,4,,,,,8,1,,8,,,,,,,,,3,2,1,,3,,105,79,26,102,76,26,27,34,18,78,26,1,,13,2,69,32,2,8,8,3,,1,1,,76,38,38,61,36,25,15,2,13,6,5,1,,1,1,8,
Real Betis,185,241157,Emerson Aparecido Leite de Souza Junior,Defender,Emerson,Emerson Aparecido,Leite de Souza Junior,22,2840,33,33,32,1,3,1,14,30,23,6,5,,3,49,9,4,45,3,3,,2,,1,,,19,5,14,,7,,1265,1000,265,1220,955,255,455,469,86,935,216,65,49,463,111,555,216,18,62,62,18,20,,,,425,246,179,319,181,138,106,65,41,74,46,28,,45,31,138,9
Real Betis,185,86813,Aissa Mandi,Defender,,Aissa,Mandi,23,2578,29,29,29,,2,5,5,1,7,,,,2,35,7,2,33,,,,,,,,,10,3,7,1,1,,1798,1613,185,1708,1534,97,684,698,319,1477,96,136,89,1166,84,448,103,1,2,2,1,1,,,,202,115,87,97,54,43,105,61,44,33,15,18,,87,38,107,15
Real Betis,185,435090,Daniel Martín Fernández,Goalkeeper,Dani Martín,Daniel,Martín Fernández,13,530,6,6,5,1,,,,,1,,,,,12,,1,11,,,,,,,,,,,,,,,149,105,44,103,77,,84,41,24,74,4,31,40,92,12,13,32,,,,,,,,,2,2,,,,,2,2,,,,,,4,,47,
Real Betis,185,106468,Alexandre Moreno Lopera,Defender,Álex Moreno,Alexandre,Moreno Lopera,15,2266,31,31,25,6,6,4,47,33,21,4,2,,,41,8,3,38,,,,,,,,,16,8,8,,8,,976,766,210,959,750,261,358,51,306,738,146,28,64,347,71,439,198,20,59,59,20,32,1,,,271,134,137,218,114,104,53,20,33,37,20,17,1,39,23,134,8
Real Betis,185,432751,Lorenzo Morón,Forward,Loren Morón,Lorenzo,Morón,16,2030,36,36,21,15,12,25,14,21,15,3,3,,2,40,5,3,37,10,9,1,9,1,,,,41,18,23,3,11,,275,182,93,237,144,70,85,37,83,171,86,11,7,77,16,107,86,2,9,9,2,8,,,,262,118,144,159,76,83,103,42,61,18,12,6,,12,9,43,6
Real Betis,185,208380,Alfonso Pedraza,Midfielder,,Alfonso,Pedraza,6,1348,21,21,15,6,8,2,21,12,10,,,,,21,5,1,20,1,1,,,1,,,,11,7,4,,4,,611,468,143,601,460,102,248,26,235,445,97,23,46,238,53,238,120,8,30,30,8,15,,,,155,85,70,126,72,54,29,13,16,30,19,11,,22,16,71,6
Real Betis,185,78315,Joel Robles,Goalkeeper,,Joel,Robles,1,2888,33,33,33,,,,,,,,,,,48,11,3,45,,,,,,,,,,,,,,,1009,705,304,648,472,,543,248,218,541,5,164,299,623,76,82,228,,,,,,,,,9,6,3,4,1,3,5,5,,,,,,25,,251,
Real Betis,185,197024,Guido Rodríguez,Midfielder,,Guido,Rodríguez,21,936,14,14,11,3,5,2,13,2,3,,,,,14,2,1,13,1,1,,,,1,,,8,3,5,,4,,512,437,75,496,421,51,165,151,145,399,62,38,13,243,23,194,52,,,,,1,,,,126,76,50,93,57,36,33,19,14,24,16,8,,19,10,65,4
Real Betis,185,96122,William Silva de Carvalho,Midfielder,William Carvalho,William,Silva de Carvalho,14,894,13,13,11,2,3,,20,5,9,,,,,24,2,1,23,,,,,,,,,6,2,4,,,,628,553,75,614,539,92,180,139,217,517,58,36,17,258,25,295,51,,1,1,,3,,,,102,54,48,74,35,39,28,19,9,7,4,3,,8,4,59,5
Real Betis,185,10316,Joaquín Sánchez Rodríguez,Midfielder,Joaquín,Joaquín,Sánchez Rodríguez,17,2071,34,34,25,9,20,7,56,26,58,3,3,,4,33,8,2,31,8,8,,8,,,2,3,23,14,9,2,11,5,1048,881,167,993,831,273,290,209,276,848,148,33,19,244,36,662,203,12,34,72,25,21,69,9,29,210,116,94,164,98,66,46,18,28,14,7,7,,15,15,84,2
Real Betis,185,86169,Cristian Tello,Forward,,Cristian,Tello,11,771,27,27,5,22,4,,13,8,6,,,,,18,2,1,17,2,1,1,2,,,,,12,6,6,1,8,2,345,275,70,336,267,78,76,69,122,258,62,17,8,81,19,198,80,2,18,29,4,6,17,2,10,59,28,31,50,25,25,9,3,6,8,5,3,,,4,42,
Real Betis,185,53142,Sidnei Rechel da Silva Júnior,Defender,Sidnei,Sidnei Rechel,da Silva Júnior,12,1177,14,14,14,,3,,5,3,1,,,,1,24,3,2,22,1,1,,1,,,,,4,2,2,,1,,846,759,87,803,720,48,274,158,366,706,53,53,34,570,36,189,51,,,,,1,,,,93,63,30,48,31,17,45,32,13,23,19,4,,56,21,77,12
Real Madrid,186,80209,Francisco Román Alarcón Suárez,Midfielder,Isco,Francisco Román,Alarcón Suárez,22,1186,23,23,15,8,14,7,33,12,21,2,2,,6,8,1,,8,1,1,,1,,,,,18,14,4,1,5,2,810,713,97,792,698,147,207,205,251,684,76,29,21,228,23,492,106,6,29,32,7,7,9,,2,154,82,72,130,75,55,24,7,17,13,9,4,,2,7,64,
Real Madrid,186,84182,Alphonse Areola,Goalkeeper,,Alphonse,Areola,1,360,4,4,4,,,,,,,,,,,5,2,,5,,,,,,,,,,,,,,,107,86,21,69,57,,46,36,25,67,1,19,20,79,6,7,15,,,,,,,,,3,1,2,2,,2,1,1,,,,,,4,,41,
Real Madrid,186,174292,Marco Asensio,Forward,,Marco,Asensio,20,334,9,9,3,6,3,1,5,4,7,1,1,,,3,,,3,3,3,,,3,,,,7,5,2,,1,1,145,127,18,145,127,43,28,47,27,116,16,11,2,40,8,90,18,3,5,8,3,2,1,,1,33,15,18,27,13,14,6,2,4,4,3,1,,4,1,16,
Real Madrid,186,36903,Gareth Bale,Forward,,Gareth,Bale,11,1091,16,16,12,4,6,5,18,12,10,2,2,2,,9,2,,9,2,2,,,2,,,,29,12,17,,5,3,436,345,91,436,345,118,88,157,73,322,71,23,20,122,23,232,104,9,36,36,9,10,,,,126,65,61,82,36,46,44,29,15,9,5,4,,6,6,36,2
Real Madrid,186,19927,Karim Benzema,Forward,,Karim,Benzema,9,3152,37,37,36,1,15,27,38,30,51,8,8,1,9,22,2,,22,21,20,1,14,4,2,5,5,107,60,47,5,17,1,1285,1108,177,1232,1055,379,259,282,365,1057,168,51,9,275,31,833,169,,23,23,,18,,,,241,100,141,174,71,103,67,29,38,18,8,10,,28,7,71,4
Real Madrid,186,88483,Daniel Carvajal,Defender,,Daniel,Carvajal,2,2740,31,31,31,,2,3,25,28,36,5,5,,5,18,2,,18,1,1,,1,,,,,16,9,7,,4,,1995,1728,267,1971,1705,379,651,810,155,1638,208,90,59,797,83,953,271,22,87,87,22,24,,,,289,147,142,227,118,109,62,29,33,65,46,19,,33,36,178,14
Real Madrid,186,61256,Carlos Henrique Casimiro,Midfielder,Casemiro,Carlos Henrique,Casimiro,14,3090,35,35,35,,3,3,29,4,11,3,1,,7,22,2,,22,4,4,,1,2,1,,,36,13,23,,9,4,2153,1810,343,2095,1755,275,617,737,524,1582,250,228,93,904,103,913,257,6,17,17,7,5,,,,527,290,237,357,188,169,170,102,68,96,60,36,1,66,68,294,10
Real Madrid,186,60772,Thibaut Courtois,Goalkeeper,,Thibaut,Courtois,13,3060,34,34,34,,,,,,,,,,,20,,,20,,,,,,,,,1,1,,,,,882,662,220,593,462,,399,210,273,563,6,99,214,613,49,49,171,,,,,,,,,11,9,2,6,4,2,5,5,,,,,,21,2,268,
Real Madrid,186,39563,Marcelo Vieira Da Silva Junior,Defender,Marcelo,Marcelo Vieira,Da Silva Junior,12,1299,15,15,15,,3,,18,6,24,2,1,1,2,13,1,,13,1,1,,,1,,,,13,5,8,,4,,888,748,140,876,737,137,332,57,362,699,104,49,36,259,29,506,152,17,41,41,17,11,,,,114,65,49,97,55,42,17,10,7,19,11,8,1,18,18,91,2
Real Madrid,186,216183,Brahim Díaz,Forward,,Brahim,Díaz,21,60,6,6,,6,,,2,3,,,,,,1,,,1,,,,,,,,,3,2,1,,,,40,33,7,39,32,9,5,20,6,32,7,1,,11,2,22,5,,,,,1,,,,19,9,10,18,9,9,1,,1,1,,1,,,,2,
Real Madrid,186,178347,Mariano Díaz Mejía,Forward,Mariano,Mariano,Díaz Mejía,24,42,5,5,,5,,,1,1,1,,,,,2,,,2,1,1,,1,,,,,6,2,4,,,,14,10,4,12,8,2,2,4,6,10,4,,,5,,5,4,,,,,,,,,9,3,6,5,1,4,4,2,2,,,,,,,2,
Real Madrid,186,88477,Jose Ignacio Fernandez Iglesias,Defender,Nacho,Jose Ignacio,Fernandez Iglesias,6,438,6,6,4,2,,,1,4,3,,,,,2,,,2,1,1,,,,1,,,5,1,4,1,1,,250,217,33,245,212,46,107,42,55,209,24,8,9,98,13,121,34,2,14,14,2,3,,,,61,32,29,35,16,19,26,16,10,11,6,5,,15,12,22,3
Real Madrid,186,42786,Eden Hazard,Forward,,Eden,Hazard,7,1086,16,16,14,2,11,2,49,22,18,3,2,,2,5,1,,5,1,1,,1,,,,,18,13,5,,1,,575,494,81,567,486,166,108,77,224,471,76,23,5,106,18,391,79,3,15,16,3,13,3,,1,197,112,85,184,106,78,13,6,7,7,3,4,,,6,61,
Real Madrid,186,185533,Luka Jovic,Forward,,Luka,Jovic,18,422,17,17,4,13,3,4,5,4,4,1,1,1,1,5,,,5,2,2,,,1,1,,,12,3,9,2,2,,134,108,26,128,102,45,18,35,36,104,24,4,2,36,10,72,16,,,,,,,,,46,23,23,22,8,14,24,15,9,2,1,1,,,2,9,
Real Madrid,186,44989,Toni Kroos,Midfielder,,Toni,Kroos,8,2655,35,35,31,4,9,2,30,5,56,5,4,,4,17,1,,17,4,3,1,3,1,,,,44,20,24,2,13,2,2336,2184,152,2201,2060,348,613,416,959,1941,111,243,41,820,38,1398,225,7,23,111,34,23,140,28,64,250,141,109,226,129,97,24,12,12,56,28,28,,13,23,173,
Real Madrid,186,206255,Ferland Mendy,Defender,,Ferland,Mendy,23,1806,25,25,19,6,,1,49,20,18,2,2,,,11,,,11,1,1,,,1,,,,7,3,4,1,,,1009,887,122,1000,879,218,262,68,461,837,98,50,24,385,45,514,131,12,54,54,12,11,,,,220,136,84,174,110,64,46,26,20,32,26,6,,24,22,97,5
Real Madrid,186,218449,Éder Gabriel Militão,Defender,Eder Militão,Éder Gabriel,Militão,3,1018,15,15,10,5,1,2,1,2,2,,,,1,9,1,,9,,,,,,,,,1,1,,,1,,671,587,84,650,569,31,196,256,188,550,46,37,38,432,42,156,43,1,1,1,1,1,,,,118,77,41,68,39,29,50,38,12,25,15,10,,41,20,51,6
Real Madrid,186,37055,Luka Modric,Midfielder,,Luka,Modric,10,1998,31,31,22,9,11,1,43,19,33,7,4,4,7,14,2,,14,3,2,1,2,1,,,,23,13,10,,7,,1389,1230,159,1346,1188,240,396,429,324,1116,130,114,29,462,39,783,157,6,24,37,15,11,22,7,10,245,119,126,210,108,102,35,11,24,37,18,19,,8,22,132,2
Real Madrid,186,201172,Álvaro Odriozola,Defender,,Álvaro,Odriozola,19,344,4,4,4,,,,6,2,4,1,1,,,4,1,,4,,,,,,,,,,,,,2,,123,112,11,119,108,27,37,51,8,107,9,5,2,67,4,46,12,1,5,5,1,3,,,,35,15,20,29,15,14,6,,6,5,2,3,,6,2,13,
